TERRITORIO#es,TERRITORIO_CODE,SEXO#es,SEXO_CODE,JORNADA_LABORAL_TIPO#es,JORNADA_LABORAL_TIPO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#es
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2018 Primer trimestre,2018-Q1,467,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2018 Segundo trimestre,2018-Q2,231,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2018 Segundo trimestre,2018-Q2,432,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2018 Tercer trimestre,2018-Q3,238,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2018 Tercer trimestre,2018-Q3,445,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2018 Cuarto trimestre,2018-Q4,255,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2018 Cuarto trimestre,2018-Q4,475,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2019 Primer trimestre,2019-Q1,235,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2019 Primer trimestre,2019-Q1,483,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2019 Segundo trimestre,2019-Q2,221,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2019 Segundo trimestre,2019-Q2,459,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2019 Tercer trimestre,2019-Q3,226,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2019 Tercer trimestre,2019-Q3,472,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2019 Cuarto trimestre,2019-Q4,244,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2019 Cuarto trimestre,2019-Q4,503,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2020 Primer trimestre,2020-Q1,224,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2020 Primer trimestre,2020-Q1,454,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2020 Segundo trimestre,2020-Q2,203,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2020 Segundo trimestre,2020-Q2,401,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2020 Tercer trimestre,2020-Q3,213,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2020 Tercer trimestre,2020-Q3,450,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2020 Cuarto trimestre,2020-Q4,228,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2020 Cuarto trimestre,2020-Q4,461,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2021 Primer trimestre,2021-Q1,225,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2021 Primer trimestre,2021-Q1,444,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2021 Segundo trimestre,2021-Q2,232,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2021 Segundo trimestre,2021-Q2,404,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2021 Tercer trimestre,2021-Q3,240,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2021 Tercer trimestre,2021-Q3,445,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2021 Cuarto trimestre,2021-Q4,247,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2021 Cuarto trimestre,2021-Q4,484,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2022 Primer trimestre,2022-Q1,257,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2022 Primer trimestre,2022-Q1,486,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2022 Segundo trimestre,2022-Q2,251,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2022 Segundo trimestre,2022-Q2,450,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2022 Tercer trimestre,2022-Q3,252,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2022 Tercer trimestre,2022-Q3,479,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2022 Cuarto trimestre,2022-Q4,254,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2022 Cuarto trimestre,2022-Q4,493,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2023 Primer trimestre,2023-Q1,251,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2023 Primer trimestre,2023-Q1,518,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2023 Segundo trimestre,2023-Q2,234,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2023 Segundo trimestre,2023-Q2,466,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2023 Tercer trimestre,2023-Q3,254,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2023 Tercer trimestre,2023-Q3,514,,,
Tegueste,38046,Hombres,M,Tiempo parcial,PT,2023 Cuarto trimestre,2023-Q4,275,,,
Tegueste,38046,Mujeres,F,Tiempo parcial,PT,2023 Cuarto trimestre,2023-Q4,532,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2011 Segundo trimestre,2011-Q2,1089,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2011 Segundo trimestre,2011-Q2,659,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2011 Tercer trimestre,2011-Q3,1061,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2011 Tercer trimestre,2011-Q3,675,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2011 Cuarto trimestre,2011-Q4,989,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2011 Cuarto trimestre,2011-Q4,666,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2012 Primer trimestre,2012-Q1,956,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2012 Primer trimestre,2012-Q1,643,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2012 Segundo trimestre,2012-Q2,922,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2012 Segundo trimestre,2012-Q2,608,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2012 Tercer trimestre,2012-Q3,898,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2012 Tercer trimestre,2012-Q3,633,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2012 Cuarto trimestre,2012-Q4,855,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2012 Cuarto trimestre,2012-Q4,615,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2013 Primer trimestre,2013-Q1,862,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2013 Primer trimestre,2013-Q1,624,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2013 Segundo trimestre,2013-Q2,854,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2013 Segundo trimestre,2013-Q2,609,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2013 Tercer trimestre,2013-Q3,868,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2013 Tercer trimestre,2013-Q3,608,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2013 Cuarto trimestre,2013-Q4,869,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2013 Cuarto trimestre,2013-Q4,638,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2014 Primer trimestre,2014-Q1,921,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2014 Primer trimestre,2014-Q1,634,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2014 Segundo trimestre,2014-Q2,921,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2014 Segundo trimestre,2014-Q2,617,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2014 Tercer trimestre,2014-Q3,961,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2014 Tercer trimestre,2014-Q3,631,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2014 Cuarto trimestre,2014-Q4,944,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2014 Cuarto trimestre,2014-Q4,655,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2015 Primer trimestre,2015-Q1,967,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2015 Primer trimestre,2015-Q1,640,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2015 Segundo trimestre,2015-Q2,1026,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2015 Segundo trimestre,2015-Q2,622,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2015 Tercer trimestre,2015-Q3,1046,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2015 Tercer trimestre,2015-Q3,627,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2015 Cuarto trimestre,2015-Q4,1062,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2015 Cuarto trimestre,2015-Q4,690,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2016 Primer trimestre,2016-Q1,1065,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2016 Primer trimestre,2016-Q1,657,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2016 Segundo trimestre,2016-Q2,1107,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2016 Segundo trimestre,2016-Q2,685,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2016 Tercer trimestre,2016-Q3,1153,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2016 Tercer trimestre,2016-Q3,715,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2016 Cuarto trimestre,2016-Q4,1167,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2016 Cuarto trimestre,2016-Q4,755,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2017 Primer trimestre,2017-Q1,1238,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2017 Primer trimestre,2017-Q1,716,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2017 Segundo trimestre,2017-Q2,1250,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2017 Segundo trimestre,2017-Q2,749,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2017 Tercer trimestre,2017-Q3,1279,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2017 Tercer trimestre,2017-Q3,754,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2017 Cuarto trimestre,2017-Q4,1273,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2017 Cuarto trimestre,2017-Q4,747,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2018 Primer trimestre,2018-Q1,1326,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2018 Primer trimestre,2018-Q1,763,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2018 Segundo trimestre,2018-Q2,1343,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2018 Segundo trimestre,2018-Q2,773,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2018 Tercer trimestre,2018-Q3,1310,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2018 Tercer trimestre,2018-Q3,803,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2018 Cuarto trimestre,2018-Q4,1314,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2018 Cuarto trimestre,2018-Q4,820,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2019 Primer trimestre,2019-Q1,1358,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2019 Primer trimestre,2019-Q1,785,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2019 Segundo trimestre,2019-Q2,1372,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2019 Segundo trimestre,2019-Q2,792,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2019 Tercer trimestre,2019-Q3,1368,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2019 Tercer trimestre,2019-Q3,802,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2019 Cuarto trimestre,2019-Q4,1341,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2019 Cuarto trimestre,2019-Q4,836,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2020 Primer trimestre,2020-Q1,1184,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2020 Primer trimestre,2020-Q1,768,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2020 Segundo trimestre,2020-Q2,1249,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2020 Segundo trimestre,2020-Q2,773,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2020 Tercer trimestre,2020-Q3,1270,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2020 Tercer trimestre,2020-Q3,791,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2020 Cuarto trimestre,2020-Q4,1224,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2020 Cuarto trimestre,2020-Q4,814,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2021 Primer trimestre,2021-Q1,1269,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2021 Primer trimestre,2021-Q1,842,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2021 Segundo trimestre,2021-Q2,1309,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2021 Segundo trimestre,2021-Q2,840,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2021 Tercer trimestre,2021-Q3,1324,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2021 Tercer trimestre,2021-Q3,856,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2021 Cuarto trimestre,2021-Q4,1306,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2021 Cuarto trimestre,2021-Q4,870,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2022 Primer trimestre,2022-Q1,1359,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2022 Primer trimestre,2022-Q1,923,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2022 Segundo trimestre,2022-Q2,1400,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2022 Segundo trimestre,2022-Q2,940,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2022 Tercer trimestre,2022-Q3,1419,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2022 Tercer trimestre,2022-Q3,950,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2022 Cuarto trimestre,2022-Q4,1447,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2022 Cuarto trimestre,2022-Q4,959,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2023 Primer trimestre,2023-Q1,1472,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2023 Primer trimestre,2023-Q1,961,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2023 Segundo trimestre,2023-Q2,1477,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2023 Segundo trimestre,2023-Q2,964,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2023 Tercer trimestre,2023-Q3,1513,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2023 Tercer trimestre,2023-Q3,1010,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo completo,FT,2023 Cuarto trimestre,2023-Q4,1513,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo completo,FT,2023 Cuarto trimestre,2023-Q4,1038,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2011 Segundo trimestre,2011-Q2,148,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2011 Segundo trimestre,2011-Q2,287,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2011 Tercer trimestre,2011-Q3,159,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2011 Tercer trimestre,2011-Q3,298,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2011 Cuarto trimestre,2011-Q4,133,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2011 Cuarto trimestre,2011-Q4,295,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2012 Primer trimestre,2012-Q1,131,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2012 Primer trimestre,2012-Q1,286,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2012 Segundo trimestre,2012-Q2,124,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2012 Segundo trimestre,2012-Q2,301,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2012 Tercer trimestre,2012-Q3,145,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2012 Tercer trimestre,2012-Q3,349,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2012 Cuarto trimestre,2012-Q4,174,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2012 Cuarto trimestre,2012-Q4,375,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2013 Primer trimestre,2013-Q1,147,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2013 Primer trimestre,2013-Q1,341,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2013 Segundo trimestre,2013-Q2,137,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2013 Segundo trimestre,2013-Q2,315,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2013 Tercer trimestre,2013-Q3,159,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2013 Tercer trimestre,2013-Q3,328,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2013 Cuarto trimestre,2013-Q4,173,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2013 Cuarto trimestre,2013-Q4,361,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2014 Primer trimestre,2014-Q1,161,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2014 Primer trimestre,2014-Q1,357,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2014 Segundo trimestre,2014-Q2,171,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2014 Segundo trimestre,2014-Q2,328,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2014 Tercer trimestre,2014-Q3,147,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2014 Tercer trimestre,2014-Q3,355,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2014 Cuarto trimestre,2014-Q4,192,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2014 Cuarto trimestre,2014-Q4,392,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2015 Primer trimestre,2015-Q1,206,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2015 Primer trimestre,2015-Q1,399,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2015 Segundo trimestre,2015-Q2,189,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2015 Segundo trimestre,2015-Q2,377,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2015 Tercer trimestre,2015-Q3,166,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2015 Tercer trimestre,2015-Q3,377,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2015 Cuarto trimestre,2015-Q4,168,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2015 Cuarto trimestre,2015-Q4,425,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2016 Primer trimestre,2016-Q1,155,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2016 Primer trimestre,2016-Q1,420,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2016 Segundo trimestre,2016-Q2,148,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2016 Segundo trimestre,2016-Q2,383,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2016 Tercer trimestre,2016-Q3,175,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2016 Tercer trimestre,2016-Q3,416,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2016 Cuarto trimestre,2016-Q4,172,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2016 Cuarto trimestre,2016-Q4,418,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2017 Primer trimestre,2017-Q1,151,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2017 Primer trimestre,2017-Q1,410,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2017 Segundo trimestre,2017-Q2,177,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2017 Segundo trimestre,2017-Q2,387,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2017 Tercer trimestre,2017-Q3,197,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2017 Tercer trimestre,2017-Q3,404,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2017 Cuarto trimestre,2017-Q4,184,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2017 Cuarto trimestre,2017-Q4,421,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2018 Primer trimestre,2018-Q1,178,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2018 Primer trimestre,2018-Q1,422,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2018 Segundo trimestre,2018-Q2,178,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2018 Segundo trimestre,2018-Q2,397,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2018 Tercer trimestre,2018-Q3,168,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2018 Tercer trimestre,2018-Q3,405,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2018 Cuarto trimestre,2018-Q4,191,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2018 Cuarto trimestre,2018-Q4,442,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2019 Primer trimestre,2019-Q1,198,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2019 Primer trimestre,2019-Q1,449,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2019 Segundo trimestre,2019-Q2,172,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2019 Segundo trimestre,2019-Q2,440,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2019 Tercer trimestre,2019-Q3,151,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2019 Tercer trimestre,2019-Q3,432,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2019 Cuarto trimestre,2019-Q4,169,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2019 Cuarto trimestre,2019-Q4,461,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2020 Primer trimestre,2020-Q1,154,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2020 Primer trimestre,2020-Q1,422,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2020 Segundo trimestre,2020-Q2,174,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2020 Segundo trimestre,2020-Q2,418,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2020 Tercer trimestre,2020-Q3,174,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2020 Tercer trimestre,2020-Q3,459,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2020 Cuarto trimestre,2020-Q4,146,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2020 Cuarto trimestre,2020-Q4,430,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2021 Primer trimestre,2021-Q1,171,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2021 Primer trimestre,2021-Q1,454,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2021 Segundo trimestre,2021-Q2,180,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2021 Segundo trimestre,2021-Q2,426,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2021 Tercer trimestre,2021-Q3,169,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2021 Tercer trimestre,2021-Q3,430,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2021 Cuarto trimestre,2021-Q4,165,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2021 Cuarto trimestre,2021-Q4,440,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2022 Primer trimestre,2022-Q1,181,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2022 Primer trimestre,2022-Q1,473,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2022 Segundo trimestre,2022-Q2,181,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2022 Segundo trimestre,2022-Q2,456,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2022 Tercer trimestre,2022-Q3,198,,,
La Victoria de Acentejo,38051,Mujeres,F,Tiempo parcial,PT,2022 Tercer trimestre,2022-Q3,479,,,
La Victoria de Acentejo,38051,Hombres,M,Tiempo parcial,PT,2022 Cuarto trimestre,2022-Q4,207,,,
