TERRITORIO#es,TERRITORIO_CODE,SEXO#es,SEXO_CODE,JORNADA_LABORAL_TIPO#es,JORNADA_LABORAL_TIPO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#es
Artenara,35005,Hombres,M,Tiempo parcial,PT,2015 Tercer trimestre,2015-Q3,28,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2015 Tercer trimestre,2015-Q3,35,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2015 Cuarto trimestre,2015-Q4,25,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2015 Cuarto trimestre,2015-Q4,31,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2016 Primer trimestre,2016-Q1,18,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2016 Primer trimestre,2016-Q1,34,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2016 Segundo trimestre,2016-Q2,26,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2016 Segundo trimestre,2016-Q2,32,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2016 Tercer trimestre,2016-Q3,39,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2016 Tercer trimestre,2016-Q3,38,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2016 Cuarto trimestre,2016-Q4,37,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2016 Cuarto trimestre,2016-Q4,46,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2017 Primer trimestre,2017-Q1,33,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2017 Primer trimestre,2017-Q1,39,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2017 Segundo trimestre,2017-Q2,29,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2017 Segundo trimestre,2017-Q2,32,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2017 Tercer trimestre,2017-Q3,31,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2017 Tercer trimestre,2017-Q3,47,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2017 Cuarto trimestre,2017-Q4,35,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2017 Cuarto trimestre,2017-Q4,56,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2018 Primer trimestre,2018-Q1,34,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2018 Primer trimestre,2018-Q1,51,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2018 Segundo trimestre,2018-Q2,27,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2018 Segundo trimestre,2018-Q2,43,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2018 Tercer trimestre,2018-Q3,27,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2018 Tercer trimestre,2018-Q3,46,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2018 Cuarto trimestre,2018-Q4,31,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2018 Cuarto trimestre,2018-Q4,49,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2019 Primer trimestre,2019-Q1,23,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2019 Primer trimestre,2019-Q1,50,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2019 Segundo trimestre,2019-Q2,24,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2019 Segundo trimestre,2019-Q2,54,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2019 Tercer trimestre,2019-Q3,26,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2019 Tercer trimestre,2019-Q3,48,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2019 Cuarto trimestre,2019-Q4,29,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2019 Cuarto trimestre,2019-Q4,46,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2020 Primer trimestre,2020-Q1,22,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2020 Primer trimestre,2020-Q1,41,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2020 Segundo trimestre,2020-Q2,23,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2020 Segundo trimestre,2020-Q2,34,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2020 Tercer trimestre,2020-Q3,24,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2020 Tercer trimestre,2020-Q3,43,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2020 Cuarto trimestre,2020-Q4,19,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2020 Cuarto trimestre,2020-Q4,43,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2021 Primer trimestre,2021-Q1,19,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2021 Primer trimestre,2021-Q1,45,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2021 Segundo trimestre,2021-Q2,22,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2021 Segundo trimestre,2021-Q2,38,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2021 Tercer trimestre,2021-Q3,26,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2021 Tercer trimestre,2021-Q3,37,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2021 Cuarto trimestre,2021-Q4,24,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2021 Cuarto trimestre,2021-Q4,40,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2022 Primer trimestre,2022-Q1,32,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2022 Primer trimestre,2022-Q1,45,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2022 Segundo trimestre,2022-Q2,22,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2022 Segundo trimestre,2022-Q2,37,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2022 Tercer trimestre,2022-Q3,28,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2022 Tercer trimestre,2022-Q3,37,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2022 Cuarto trimestre,2022-Q4,35,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2022 Cuarto trimestre,2022-Q4,48,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2023 Primer trimestre,2023-Q1,34,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2023 Primer trimestre,2023-Q1,45,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2023 Segundo trimestre,2023-Q2,32,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2023 Segundo trimestre,2023-Q2,50,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2023 Tercer trimestre,2023-Q3,29,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2023 Tercer trimestre,2023-Q3,44,,,
Artenara,35005,Hombres,M,Tiempo parcial,PT,2023 Cuarto trimestre,2023-Q4,35,,,
Artenara,35005,Mujeres,F,Tiempo parcial,PT,2023 Cuarto trimestre,2023-Q4,43,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2011 Segundo trimestre,2011-Q2,5526,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2011 Segundo trimestre,2011-Q2,3768,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2011 Tercer trimestre,2011-Q3,5505,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2011 Tercer trimestre,2011-Q3,3849,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2011 Cuarto trimestre,2011-Q4,5378,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2011 Cuarto trimestre,2011-Q4,3816,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2012 Primer trimestre,2012-Q1,5291,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2012 Primer trimestre,2012-Q1,3687,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2012 Segundo trimestre,2012-Q2,5213,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2012 Segundo trimestre,2012-Q2,3611,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2012 Tercer trimestre,2012-Q3,5226,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2012 Tercer trimestre,2012-Q3,3578,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2012 Cuarto trimestre,2012-Q4,5071,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2012 Cuarto trimestre,2012-Q4,3587,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2013 Primer trimestre,2013-Q1,4972,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2013 Primer trimestre,2013-Q1,3532,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2013 Segundo trimestre,2013-Q2,4962,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2013 Segundo trimestre,2013-Q2,3503,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2013 Tercer trimestre,2013-Q3,4930,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2013 Tercer trimestre,2013-Q3,3554,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2013 Cuarto trimestre,2013-Q4,4941,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2013 Cuarto trimestre,2013-Q4,3602,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2014 Primer trimestre,2014-Q1,4949,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2014 Primer trimestre,2014-Q1,3563,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2014 Segundo trimestre,2014-Q2,4981,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2014 Segundo trimestre,2014-Q2,3588,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2014 Tercer trimestre,2014-Q3,5080,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2014 Tercer trimestre,2014-Q3,3602,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2014 Cuarto trimestre,2014-Q4,5052,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2014 Cuarto trimestre,2014-Q4,3663,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2015 Primer trimestre,2015-Q1,5015,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2015 Primer trimestre,2015-Q1,3656,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2015 Segundo trimestre,2015-Q2,5104,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2015 Segundo trimestre,2015-Q2,3673,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2015 Tercer trimestre,2015-Q3,5184,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2015 Tercer trimestre,2015-Q3,3721,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2015 Cuarto trimestre,2015-Q4,5253,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2015 Cuarto trimestre,2015-Q4,3857,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2016 Primer trimestre,2016-Q1,5239,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2016 Primer trimestre,2016-Q1,3805,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2016 Segundo trimestre,2016-Q2,5295,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2016 Segundo trimestre,2016-Q2,3840,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2016 Tercer trimestre,2016-Q3,5381,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2016 Tercer trimestre,2016-Q3,3952,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2016 Cuarto trimestre,2016-Q4,5414,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2016 Cuarto trimestre,2016-Q4,4087,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2017 Primer trimestre,2017-Q1,5470,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2017 Primer trimestre,2017-Q1,4070,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2017 Segundo trimestre,2017-Q2,5519,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2017 Segundo trimestre,2017-Q2,4096,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2017 Tercer trimestre,2017-Q3,5681,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2017 Tercer trimestre,2017-Q3,4209,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2017 Cuarto trimestre,2017-Q4,5630,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2017 Cuarto trimestre,2017-Q4,4267,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2018 Primer trimestre,2018-Q1,5662,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2018 Primer trimestre,2018-Q1,4279,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2018 Segundo trimestre,2018-Q2,5765,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2018 Segundo trimestre,2018-Q2,4338,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2018 Tercer trimestre,2018-Q3,5845,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2018 Tercer trimestre,2018-Q3,4393,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2018 Cuarto trimestre,2018-Q4,5856,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2018 Cuarto trimestre,2018-Q4,4461,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2019 Primer trimestre,2019-Q1,5854,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2019 Primer trimestre,2019-Q1,4466,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2019 Segundo trimestre,2019-Q2,5977,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2019 Segundo trimestre,2019-Q2,4545,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2019 Tercer trimestre,2019-Q3,5958,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2019 Tercer trimestre,2019-Q3,4568,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2019 Cuarto trimestre,2019-Q4,5947,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2019 Cuarto trimestre,2019-Q4,4646,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2020 Primer trimestre,2020-Q1,5718,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2020 Primer trimestre,2020-Q1,4559,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2020 Segundo trimestre,2020-Q2,5736,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2020 Segundo trimestre,2020-Q2,4489,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2020 Tercer trimestre,2020-Q3,5910,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2020 Tercer trimestre,2020-Q3,4675,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2020 Cuarto trimestre,2020-Q4,5920,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2020 Cuarto trimestre,2020-Q4,4679,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2021 Primer trimestre,2021-Q1,5826,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2021 Primer trimestre,2021-Q1,4495,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2021 Segundo trimestre,2021-Q2,5857,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2021 Segundo trimestre,2021-Q2,4559,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2021 Tercer trimestre,2021-Q3,5901,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2021 Tercer trimestre,2021-Q3,4726,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2021 Cuarto trimestre,2021-Q4,6021,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2021 Cuarto trimestre,2021-Q4,4843,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2022 Primer trimestre,2022-Q1,6300,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2022 Primer trimestre,2022-Q1,4981,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2022 Segundo trimestre,2022-Q2,6401,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2022 Segundo trimestre,2022-Q2,5055,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2022 Tercer trimestre,2022-Q3,6460,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2022 Tercer trimestre,2022-Q3,5197,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2022 Cuarto trimestre,2022-Q4,6492,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2022 Cuarto trimestre,2022-Q4,5224,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2023 Primer trimestre,2023-Q1,6476,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2023 Primer trimestre,2023-Q1,5221,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2023 Segundo trimestre,2023-Q2,6528,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2023 Segundo trimestre,2023-Q2,5264,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2023 Tercer trimestre,2023-Q3,6549,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2023 Tercer trimestre,2023-Q3,5329,,,
Arucas,35006,Hombres,M,Tiempo completo,FT,2023 Cuarto trimestre,2023-Q4,6588,,,
Arucas,35006,Mujeres,F,Tiempo completo,FT,2023 Cuarto trimestre,2023-Q4,5427,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2011 Segundo trimestre,2011-Q2,632,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2011 Segundo trimestre,2011-Q2,1211,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2011 Tercer trimestre,2011-Q3,672,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2011 Tercer trimestre,2011-Q3,1290,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2011 Cuarto trimestre,2011-Q4,565,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2011 Cuarto trimestre,2011-Q4,1201,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2012 Primer trimestre,2012-Q1,517,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2012 Primer trimestre,2012-Q1,1155,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2012 Segundo trimestre,2012-Q2,528,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2012 Segundo trimestre,2012-Q2,1118,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2012 Tercer trimestre,2012-Q3,543,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2012 Tercer trimestre,2012-Q3,1288,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2012 Cuarto trimestre,2012-Q4,629,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2012 Cuarto trimestre,2012-Q4,1370,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2013 Primer trimestre,2013-Q1,619,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2013 Primer trimestre,2013-Q1,1388,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2013 Segundo trimestre,2013-Q2,614,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2013 Segundo trimestre,2013-Q2,1252,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2013 Tercer trimestre,2013-Q3,650,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2013 Tercer trimestre,2013-Q3,1424,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2013 Cuarto trimestre,2013-Q4,693,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2013 Cuarto trimestre,2013-Q4,1437,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2014 Primer trimestre,2014-Q1,676,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2014 Primer trimestre,2014-Q1,1423,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2014 Segundo trimestre,2014-Q2,658,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2014 Segundo trimestre,2014-Q2,1267,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2014 Tercer trimestre,2014-Q3,653,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2014 Tercer trimestre,2014-Q3,1406,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2014 Cuarto trimestre,2014-Q4,716,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2014 Cuarto trimestre,2014-Q4,1539,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2015 Primer trimestre,2015-Q1,713,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2015 Primer trimestre,2015-Q1,1501,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2015 Segundo trimestre,2015-Q2,711,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2015 Segundo trimestre,2015-Q2,1352,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2015 Tercer trimestre,2015-Q3,706,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2015 Tercer trimestre,2015-Q3,1501,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2015 Cuarto trimestre,2015-Q4,705,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2015 Cuarto trimestre,2015-Q4,1537,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2016 Primer trimestre,2016-Q1,704,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2016 Primer trimestre,2016-Q1,1509,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2016 Segundo trimestre,2016-Q2,717,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2016 Segundo trimestre,2016-Q2,1376,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2016 Tercer trimestre,2016-Q3,707,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2016 Tercer trimestre,2016-Q3,1586,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2016 Cuarto trimestre,2016-Q4,771,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2016 Cuarto trimestre,2016-Q4,1665,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2017 Primer trimestre,2017-Q1,751,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2017 Primer trimestre,2017-Q1,1610,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2017 Segundo trimestre,2017-Q2,753,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2017 Segundo trimestre,2017-Q2,1453,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2017 Tercer trimestre,2017-Q3,785,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2017 Tercer trimestre,2017-Q3,1667,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2017 Cuarto trimestre,2017-Q4,810,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2017 Cuarto trimestre,2017-Q4,1761,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2018 Primer trimestre,2018-Q1,815,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2018 Primer trimestre,2018-Q1,1754,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2018 Segundo trimestre,2018-Q2,804,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2018 Segundo trimestre,2018-Q2,1587,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2018 Tercer trimestre,2018-Q3,833,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2018 Tercer trimestre,2018-Q3,1789,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2018 Cuarto trimestre,2018-Q4,844,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2018 Cuarto trimestre,2018-Q4,1822,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2019 Primer trimestre,2019-Q1,826,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2019 Primer trimestre,2019-Q1,1801,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2019 Segundo trimestre,2019-Q2,825,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2019 Segundo trimestre,2019-Q2,1666,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2019 Tercer trimestre,2019-Q3,777,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2019 Tercer trimestre,2019-Q3,1780,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2019 Cuarto trimestre,2019-Q4,822,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2019 Cuarto trimestre,2019-Q4,1801,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2020 Primer trimestre,2020-Q1,746,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2020 Primer trimestre,2020-Q1,1671,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2020 Segundo trimestre,2020-Q2,753,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2020 Segundo trimestre,2020-Q2,1512,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2020 Tercer trimestre,2020-Q3,756,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2020 Tercer trimestre,2020-Q3,1674,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2020 Cuarto trimestre,2020-Q4,753,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2020 Cuarto trimestre,2020-Q4,1697,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2021 Primer trimestre,2021-Q1,750,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2021 Primer trimestre,2021-Q1,1719,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2021 Segundo trimestre,2021-Q2,750,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2021 Segundo trimestre,2021-Q2,1498,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2021 Tercer trimestre,2021-Q3,762,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2021 Tercer trimestre,2021-Q3,1725,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2021 Cuarto trimestre,2021-Q4,830,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2021 Cuarto trimestre,2021-Q4,1766,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2022 Primer trimestre,2022-Q1,882,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2022 Primer trimestre,2022-Q1,1815,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2022 Segundo trimestre,2022-Q2,860,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2022 Segundo trimestre,2022-Q2,1668,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2022 Tercer trimestre,2022-Q3,820,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2022 Tercer trimestre,2022-Q3,1760,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2022 Cuarto trimestre,2022-Q4,872,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2022 Cuarto trimestre,2022-Q4,1811,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2023 Primer trimestre,2023-Q1,873,,,
Arucas,35006,Mujeres,F,Tiempo parcial,PT,2023 Primer trimestre,2023-Q1,1814,,,
Arucas,35006,Hombres,M,Tiempo parcial,PT,2023 Segundo trimestre,2023-Q2,836,,,
